"","m","b","A"
"SOW__S304.SOW__11.8",-0.000737814652869153,0.219128423762217,296.996573475586
"BSSK__S307.BSSK__11.75",-0.000288954901431273,0.15512354847421,536.843457943924
"BSSK__S307.BSSK__11.59",-0.000283927350451907,0.157126022029292,553.40220580795
"BSSK__S307.BSSK__11.5",-0.000313000959544016,0.15926028924219,508.817255621844
"SOW__S304.SOW__11.48",-0.000757867399061143,0.226355700668233,298.674545109931
"SOW__S304.SOW__11.2",-0.000771657253175977,0.230148916060009,298.252773641101
"BSSK__S307.BSSK__10.9",-0.000428174970265629,0.181886480771772,424.794753086418
"SOW__S304.SOW__10.9",-0.000866089024999857,0.237322455628272,274.016237104853
"BSSK__S307.BSSK__10.8",-0.000462735792140933,0.185120905418838,400.057459489663
"LwKo__S107.LwK__10.74",0,0,0
"BSSK__S307.BSSK__10.7",-0.000498675599427721,0.188020365890796,377.039434266621
"LwKo__S107.LwK__10.698",-2.91544380762852e-21,0.000714285714285714,245000679627822688
"LwKo__S107.LwK__10.655",0,0.00160904614429933,NA
"BSSK__S307.BSSK__10.6",-0.000514648847110742,0.191015364195793,371.156693089202
"LwKo__S107.LwK__10.57",0,0.00303761757287076,NA
"BSSK__S307.BSSK__10.54",-0.00051766537769836,0.190885308634172,368.742660525001
"BSSK__S309.BSSK__10.54",-0.000256491286535931,0.0398395205727386,155.325044802867
"Lwk__S202.Lwk__10.5",0,0.00303761757287076,NA
"SOW__S304.SOW__10.28",-0.000965634534391323,0.249102050666222,257.967214090206
"Lwk__S202.Lwk__10.27",0,0.00678952086002723,NA
"Lwk__S202.Lwk__10.1",0,0.0116090461442993,NA
"Lwk__S202.Lwk__10.05",0,0.0121428571428571,NA
"SOW__S304.SOW__10.05",-0.00100436104136382,0.251391568653363,250.3
"BSSK__S309.BSSK__10",-0.000366953763768308,0.0529851730339403,144.391959602286
"Lwk__S202.Lwk__9.9",0,0.014137013692176,NA
"BSSK__S309.BSSK__9.85",-0.000409242649720468,0.055927224044909,136.660301860302
"SOW__S304.SOW__9.85",-0.00104458144919875,0.253586065926994,242.763325082508
"BSSK__S309.BSSK__9.75",-0.000423348521325435,0.0582374268132222,137.563789359392
"BSSK__S309.BSSK__9.5",-0.000542056182163973,0.0696704512155182,128.52994488022
"Lwk__S202.Lwk__9.5",0,0.0182407593612999,NA
"Lwk__S203.Lwk__9.5",-0.000682798880723508,0.0524697772363983,76.8451424243699
"Lwk__S203.Lwk__9.37",-0.000832160238104814,0.061122005734281,73.4498032175654
"BSSK__S309.BSSK__9.2",-0.000708195195384995,0.0844258536781563,119.2126891404
"Lwk__S203.Lwk__9.2",-0.000956067823099155,0.0684124717738924,71.556086420866
"SOW__S304.SOW__9.1",-0.00122209709206451,0.26495301394499,216.801934695221
"SOW__S305.SOW__8.95",-0.00181391166449285,0.201376126889641,111.017604016535
"BSSK__S309.BSSK__8.8",-0.000871691153234009,0.0968768422383232,111.136658756839
"SOW__S305.SOW__8.75",-0.00191012462580656,0.206911647255532,108.323637348093
"BSSK__S309.BSSK__8.7",-0.000933946598789941,0.100080498273395,107.158694515365
"Lwk__S203.Lwk__8.7",-0.00129297119644222,0.0929381438856362,71.8795160645247
"BSSK__S309.BSSK__8.6",-0.00093966364247505,0.100589114059331,107.048000489177
"BSSK__S310.BSSK__8.6",-0.00394455904068582,0.328024991237697,83.1588494060581
"SOW__S305.SOW__8.29",-0.00207798737079194,0.215623344499285,103.765474001465
"Lwk__S203.Lwk__8.1",-0.00165162231887889,0.117873116104826,71.3680814054618
"SOW__S305.SOW__8.1",-0.0021369677259956,0.218774326164525,102.37605533448
"BSSK__S310.BSSK__8.025",-0.000838451859044709,0.124973195971064,149.052321397978
"SOW__S305.SOW__7.9",-0.00220178004033533,0.223031009934441,101.295772442589
"Lwk__S203.Lwk__7.7",-0.0018241965973535,0.131422495274102,72.0440414507772
"BSSK__S310.BSSK__7.45",-2.33235504610282e-20,0.00214285714285714,91875254860433536
"SOW__S305.SOW__7.3",-0.00240842675001867,0.235580768324705,97.815210000835
"SOW__S305.SOW__7.2",-0.00243951137950253,0.237628331829856,97.4081669905199
"Lwk__S203.Lwk__7",-0.00206255997150097,0.149839506208307,72.6473451820486
"Lwk__S203.Lwk__6.6",-0.00222530897891876,0.159659433696658,71.7470855549387
"SOW__S305.SOW__6.6",-0.00262297389695532,0.249983782556984,95.3054785818337
"SOW__S306.SOW__6.6",-0.00252460627093616,0.2263778937147,89.6685936024216
"SOW__S306.SOW__6.48",-0.00255175504622474,0.227350250802972,89.0956407196415
"SOW__S306.SOW__6.4",-0.00254672749524537,0.227209867215196,89.2164032623777
"SOW__S501.SOW__6.4",-0.00257232491194604,0.227800130429037,88.5580703165136
"Lwk__S203.Lwk__6.37",-0.00224036290299412,0.162520598594584,72.5420860956875
"SOW__S306.SOW__6.36",-0.00257232491194604,0.227800130429037,88.5580703165136
"SOW__S306.SOW__6.34",-0.00257232491194604,0.227800130429037,88.5580703165136
"SOW__S501.SOW__6.2",-0.00256591837555519,0.222280425302084,86.6280188098304
"Lwk__S203.Lwk__6.1",-0.0023010382610994,0.167425032032682,72.7606467320057
"SOW__S501.SOW__6.1",-0.00254310765854023,0.22143736246057,87.0735305746659
"SOW__S501.SOW__6",-0.00257419228802409,0.220627783108578,85.7075767552426
"SOW__S501.SOW__5.9",-0.0025878959555507,0.220312469475583,85.131888321492
"Lwk__S203.Lwk__5.87",-0.00236834998649744,0.171186200378072,72.2807867730901
"SOW__S501.SOW__5.8",-0.00259970351813653,0.220323803011934,84.7495883568531
"SOW__S501.SOW__5.7",-0.00261332099907493,0.220542817497027,84.3917825537294
"Lwk__S203.Lwk__5.6",-0.00244850351353991,0.174975336271338,71.462154456282
"SOW__S501.SOW__5.6",-0.00261102269005579,0.220386805407921,84.4063156736535
"SOW__S501.SOW__5.5",-0.00262383576283749,0.220354787090398,83.9819283704328
"Lwk__S203.Lwk__5.46",-0.002527048224269,0.177905263702231,70.4004229098929
"SOW__S501.SOW__5.4",-0.00263093179193409,0.220528438701226,83.821419991701
"Lwk__S203.Lwk__5.3",-0.00257901873696428,0.180705408495699,70.0675050963006
"SOW__S501.SOW__5.3",-0.00265069724949868,0.221441571238961,83.5408763791646
"SOW__S501.SOW__5.2",-0.00268284484690389,0.222494326049609,82.9322375113776
"Lwk__S203.Lwk__5.15",-0.00266773346510305,0.183798903706598,68.8970266748511
"SOW__S501.SOW__5.1",-0.00269057291098075,0.221487666699226,82.3198902342665
"Lwk__S203.Lwk__4.85",-0.00280281657770296,0.190138157100913,67.8382447904388
"Lwk__S203.Lwk__4.7",-0.00283775087479387,0.191652397998173,67.5367241361855
"SOW__S501.SOW__4.6",-0.00274653673559679,0.214411561068944,78.0661544737558
"SOW__S501.SOW__4.5",-0.00273719985520653,0.213130440528381,77.8644058901938
"SOW__S501.SOW__4.4",-0.00277526559833603,0.211540283611333,76.2234374029523
"SOW__S501.SOW__4.3",-0.00279744428037072,0.209992228842629,75.0657413683324
"SOW__S501.SOW__4.2",-0.00277575398900259,0.208274329037411,75.0334251027231
"Lwk__S203.Lwk__4.15",-0.0030919725811734,0.201395892347206,65.135083530002
"SOW__S501.SOW__4.1",-0.0027657276159066,0.206982119155831,74.8382154357536
"Pa2__Panke.2__4.086",-4.66471009220563e-20,0.00428571428571429,91875254860433536
"Pa2__Panke.2__4.0527",-3.49853256915422e-20,0.00357142857142857,102083616511592848
"SOW__S501.SOW__4",-0.00277991967409978,0.205543708091772,73.9387220453888
"UHW__S504.UHW__4",-0.000883067782878747,0.0392026735079665,44.3937308868502
"Pa2__Panke.2__3.995",-3.49853256915422e-20,0.00357142857142857,102083616511592848
"Pa2__Panke.2__3.95",-3.49853256915422e-20,0.00357142857142857,102083616511592848
"Pa2__Panke.2__3.919",-3.49853256915422e-20,0.00357142857142857,102083616511592848
"SOW__S501.SOW__3.9",-0.00278477485190271,0.204252747915721,73.3462339966781
"UHW__S504.UHW__3.9",-0.000883067782878747,0.0392026735079665,44.3937308868502
"Pa2__Panke.2__3.891",-3.49853256915422e-20,0.00357142857142857,102083616511592848
"Pa2__Panke.2__3.861",-3.49853256915422e-20,0.00357142857142857,102083616511592848
"Pa2__Panke.2__3.823",-3.49853256915422e-20,0.00357142857142857,102083616511592848
"SOW__S501.SOW__3.8",-0.00279724317833155,0.202786613499118,72.4951677673133
"UHW__S504.UHW__3.8",-0.000881717526330003,0.0392404806913314,44.5045941807044
"Pa2__Panke.2__3.783",-3.49853256915422e-20,0.00357142857142857,102083616511592848
"Pa2__Panke.2__3.712",-3.49853256915422e-20,0.00357142857142857,102083616511592848
"Lwk__S203.Lwk__3.7",-0.00325612930286542,0.207012270097276,63.5761822833951
"SOW__S501.SOW__3.7",-0.00278078153998196,0.201628998339472,72.508032522677
"UHW__S504.UHW__3.7",-0.000880568371820433,0.0393410460753501,44.6768784052723
"Pa2__Panke.2__3.677",-3.49853256915422e-20,0.00357142857142857,102083616511592848
"SOW__S501.SOW__3.6",-0.00279991496256629,0.200865298981275,71.7397855530474
"UHW__S504.UHW__3.6",-0.000891715170563258,0.0397584189932257,44.5864557492187
"SOW__S501.SOW__3.5",-0.00281175125401486,0.200222332668739,71.2091200752002
"UHW__S504.UHW__3.5",-0.000897259841071931,0.039907119586764,44.4766585553279
"Pa2__Panke.2__3.484",-9.73908446860225e-06,0.00319235122758431,327.787610619468
"Pa2__Panke.2__3.442",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"Pa2__Panke.2__3.413",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"SOW__S501.SOW__3.4",-0.00282732229761953,0.199877528858143,70.6949925823562
"UHW__S504.UHW__3.4",-0.00089430076820979,0.0401571468791837,44.9034019724373
"Pa2__Panke.2__3.383",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"Pa2__Panke.2__3.342",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"Lwk__S203.Lwk__3.34",-0.00336081727868721,0.210600763613172,62.6635565547425
"Pa2__Panke.2__3.311",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"SOW__S501.SOW__3.3",-0.00281597439683753,0.19904025488247,70.6825513420867
"UHW__S504.UHW__3.3",-0.000915904872989698,0.0409808033739176,44.7435149462062
"Pa2__Panke.2__3.267",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"NSK__S201.Nsk__3.25",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"Pa2__Panke.2__3.228",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"SOW__S501.SOW__3.2",-0.00279787521331181,0.197320588252194,70.5251568452289
"UHW__S504.UHW__3.2",-0.000939203980671221,0.0417721973557955,44.476171540438
"Pa2__Panke.2__3.17",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"Pa2__Panke.2__3.1294",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"SOW__S501.SOW__3.1",-0.00280979769134859,0.196143293821571,69.806909737843
"UHW__S504.UHW__3.1",-0.000942479071023495,0.0421820145827707,44.756446991404
"Pa2__Panke.2__3.092",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"Pa2__Panke.2__3.056",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"WHK__S311.WHK__3.05",-0.00102156963014462,0.103394530599112,101.211437329509
"Pa2__Panke.2__3.01",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"Lwk__S203.Lwk__3",-0.00343783935969111,0.214280011606461,62.3298499979108
"SOW__S501.SOW__3",-0.0028231278836596,0.195048163938382,69.0893831155615
"UHW__S504.UHW__3",-0.000960664441137433,0.0430102102378175,44.7713149316666
"Pa2__Panke.2__2.9519",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"UHW__S504.UHW__2.95",-0.000964226820117099,0.0433056004045024,44.91225456604
"NSK__S201.Nsk__2.9",-7.74242850822508e-05,0.00987619296602525,127.559369202226
"SOW__S501.SOW__2.9",-0.00283729121299004,0.193906909866066,68.342265671672
"UHW__S504.UHW__2.9",-0.000972558190311478,0.0435586442275096,44.7876997607302
"Pa2__Panke.2__2.867",-2.33235504610282e-20,0.00214285714285714,91875254860433536
"Pa2__Panke.2__2.832",-2.33235504610282e-20,0.00214285714285714,91875254860433536
"SOW__S501.SOW__2.8",-0.00281542854844548,0.192900523439879,68.5155102040816
"UHW__S504.UHW__2.8",-0.000958538505294729,0.0435712561982521,45.455926869474
"WHK__S311.WHK__2.8",-0.00116228359984142,0.114705299326021,98.6895963615691
"Pa2__Panke.2__2.795",-2.36151251716549e-05,0.00287980992984412,121.947688564477
"Pa2__Panke.2__2.7425",-2.36151251716549e-05,0.00287980992984412,121.947688564477
"SOW__S501.SOW__2.7",-0.00282094449009142,0.192632095310875,68.2863828010429
"UHW__S504.UHW__2.7",-0.000965864365293236,0.0442247947322757,45.7877900059488
"Pa2__Panke.2__2.695",-2.36151251716549e-05,0.00287980992984412,121.947688564477
"Lwk__S203.Lwk__2.65",-0.00351285042030326,0.216974534736068,61.765947528542
"Pa2__Panke.2__2.646",-2.36151251716549e-05,0.00287980992984412,121.947688564477
"NSK__S201.Nsk__2.6",-0.00119443119724663,0.0821866255652404,68.8081705791803
"Pa2__Panke.2__2.6",-2.36151251716549e-05,0.00287980992984412,121.947688564477
"SOW__S501.SOW__2.6",-0.00281450922483783,0.192052404318523,68.2365517311775
"UHW__S504.UHW__2.6",-0.000976465315644015,0.0445738647789889,45.6481802936244
"Pa2__Panke.2__2.532",-2.16902913681259e-05,0.00278932837664688,128.598013245033
"SOW__S501.SOW__2.5",-0.00151912480392551,0.0819325905964687,53.9340746624305
"UHW__S504.UHW__2.5",-0.000968593607253463,0.0445663090880885,46.0113599288151
"Pa2__Panke.2__2.458",-2.16902913681259e-05,0.00278932837664688,128.598013245033
"SOW__S501.SOW__2.4",-0.00153394889709896,0.0821710114283416,53.5682848260104
"UHW__S504.UHW__2.4",-0.00096646767141076,0.0447702121913802,46.3235486459974
"Pa2__Panke.2__2.391",-1.83864721531134e-05,0.00267666814141495,145.578125
"Pa2__Panke.2__2.3525",-9.19323607655668e-06,0.00240976264213605,262.1234375
"Pa2__Panke.2__2.305",-2.26383438385208e-05,0.00298314764911716,131.774111675127
"SOW__S501.SOW__2.3",-0.00153696542768658,0.0820409558667211,53.3785304398213
"UHW__S504.UHW__2.3",-0.000973793531409266,0.0450666078682609,46.2794282511211
"WHK__S311.WHK__2.3",-0.00140949546371257,0.131240813946139,93.1119094207329
"Pa2__Panke.2__2.268",-2.26383438385208e-05,0.00298314764911716,131.774111675127
"Lwk__S203.Lwk__2.26",-0.00361302796467499,0.220788104527094,61.1088833758737
"NSK__S201.Nsk__2.25",-0.00315896828908131,0.209497216173201,66.3182396915186
"Pa2__Panke.2__2.209",-2.26383438385208e-05,0.00298314764911716,131.774111675127
"SOW__S501.SOW__2.2",-0.00154483713607713,0.0820485115576215,53.1114313874993
"UHW__S503.UHW__2.2",-0.000978878540114111,0.0456841060439782,46.669841223256
"UHW__S504.UHW__2.2",-0.000978878540114111,0.0456841060439782,46.669841223256
"Pa2__Panke.2__2.154",-2.26383438385208e-05,0.00298314764911716,131.774111675127
"Pa2__Panke.2__2.118",-2.26383438385208e-05,0.00298314764911716,131.774111675127
"SOW__S501.SOW__2.1",-0.00154837078619406,0.0822839158589068,53.1422554549503
"UHW__S503.UHW__2.1",-0.000978878540114111,0.0456841060439782,46.669841223256
"Pa2__Panke.2__2.038",-2.26383438385208e-05,0.00298314764911716,131.774111675127
"SOW__S501.SOW__2",-0.00157460023787498,0.0827652966829656,52.5627360469996
"UHW__S503.UHW__2",-0.000977528283565367,0.045721913227343,46.7729824252043
"Pa2__Panke.2__1.994",-2.26383438385208e-05,0.00298314764911716,131.774111675127
"Pa2__Panke.2__1.9384",-2.39886003872651e-05,0.00294534046575232,122.780838323353
"SpK__S125.SpK__1.91",-0.000112071293545774,0.0718620037807183,641.216867469878
"NSK__S201.Nsk__1.9",-0.00385820007929166,0.27235033698956,70.589998287378
"SOW__S501.SOW__1.9",-0.00157661125826673,0.0826785929752185,52.4406968056998
"UHW__S503.UHW__1.9",-0.00098307295407404,0.0458706138208813,46.6604371840206
"SpK__S125.SpK__1.89",-0.00012054630805385,0.0763435483592946,633.313036224975
"Pa2__Panke.2__1.874",-2.39886003872651e-05,0.00294534046575232,122.780838323353
"Pa2__Panke.2__1.821",-4.66269442257859e-05,0.00307134525772663,65.8706099815157
"SOW__S501.SOW__1.8",-0.00158666636022546,0.0826022172936263,52.0602310380416
"SpK__S125.SpK__1.8",-0.00073752736424176,0.0935285651082217,126.813688064818
"UHW__S503.UHW__1.8",-0.00097968294827081,0.0459351388465936,46.8877598897393
"Pa2__Panke.2__1.756",-4.76037255589201e-05,0.00296800753845359,62.3482196741098
"NSK__S201.Nsk__1.7",-0.00408817462551927,0.292894332369959,71.6442811766525
"SOW__S501.SOW__1.7",-0.00160082968955591,0.0825323917927385,51.5560101934604
"UHW__S503.UHW__1.7",-0.000974655397291443,0.0457947552588183,46.9855862760125
"Pa2__Panke.2__1.6895",-4.5678891755391e-05,0.00287752598525635,62.9946540880503
"Lwk__S203.Lwk__1.67",-0.00376333737452669,0.224634152297447,59.69014466201
"CVK__S308.CVK__1.65",-0.00307588441803943,0.28816095058061,93.6839332748024
"Pa2__Panke.2__1.634",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"Lwk__S313.LwK__1.6",-0.00376333737452669,0.224634152297447,59.69014466201
"SOW__S501.SOW__1.6",-0.00160172028430083,0.0822490964772669,51.3504744139329
"UHW__S503.UHW__1.6",-0.000979108371016025,0.0458068501100316,46.7842492884598
"Pa2__Panke.2__1.597",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"Pa2__Panke.2__1.557",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"Lwk__S313.LwK__1.55",-0.00373561402198333,0.218890649329756,58.5956279320157
"CVK__S308.CVK__1.52",-0.00304135232502686,0.286415083227515,94.1735953676415
"Pa2__Panke.2__1.502",-2.3615125171655e-05,0.0021655242155584,91.7007299270073
"SOW__S501.SOW__1.5",-0.00153567262886331,0.077198734780885,50.2703071800052
"UHW__S503.UHW__1.5",-0.000970777000821646,0.0455538062870243,46.925098398982
"WHK__S311.WHK__1.5",-0.00175392579909332,0.161839925649703,92.2729603118704
"Pa2__Panke.2__1.4365",-2.3615125171655e-05,0.0021655242155584,91.7007299270073
"SpK__S125.SpK__1.42",-0.00199691452014181,0.16455751805609,82.4058898847631
"NSK__S201.Nsk__1.4",-0.00430912830884677,0.31031705172919,72.0138806477636
"SOW__S501.SOW__1.4",-0.00152357777765009,0.0769446854476819,50.502630437652
"UHW__S503.UHW__1.4",-0.000954142989295626,0.0451077045064094,47.2756232686981
"WHK__S311.WHK__1.4",-0.00176142403226826,0.162496236518981,92.2527645485386
"WHK__S312.WHK__1.4",-0.00211634040254882,0.18820447480766,88.9292075041403
"Pa2__Panke.2__1.374",-2.3615125171655e-05,0.0021655242155584,91.7007299270073
"SpK__S125.SpK__1.35",-0.00158500008618659,0.151623037100453,95.6612169436842
"Pa2__Panke.2__1.3248",-2.3615125171655e-05,0.0021655242155584,91.7007299270073
"SpK__S125.SpK__1.31",-0.000721094454754915,0.125645221528261,174.242390438247
"CVK__S308.CVK__1.3",-0.00296326727610161,0.279087786785872,94.1824549667462
"SOW__S501.SOW__1.3",-0.00155046799317402,0.0773771697473584,49.9056865978617
"UHW__S503.UHW__1.3",-0.000951844680276487,0.044951692417304,47.2258692502716
"WHK__S312.WHK__1.3",-0.00218939790049471,0.192177101947242,87.7762337781627
"Pa2__Panke.2__1.263",-2.3615125171655e-05,0.0021655242155584,91.7007299270073
"Lwk__S313.LwK__1.25",-0.00367376078050574,0.209741081124563,57.0916544804773
"Pa2__Panke.2__1.232",-2.3615125171655e-05,0.0021655242155584,91.7007299270073
"Lwk__S313.LwK__1.2",-0.00365129480984366,0.205332134382128,56.2354301900153
"Pa2__Panke.2__1.2",-2.3615125171655e-05,0.0021655242155584,91.7007299270073
"SOW__S501.SOW__1.2",-0.00154963485615458,0.0770661510793434,49.7318131256952
"UHW__S503.UHW__1.2",-0.000941588476278578,0.0446081670410995,47.3754385964912
"Lwk__S313.LwK__1.17",-0.00363325308404342,0.201589582339794,55.4845967722805
"Pa2__Panke.2__1.1621",-2.3615125171655e-05,0.0021655242155584,91.7007299270073
"Lwk__S313.LwK__1.14",-0.00359941048373659,0.197711947184859,54.9289801977827
"Pa2__Panke.2__1.13",-2.3615125171655e-05,0.0021655242155584,91.7007299270073
"CVK__S308.CVK__1.1",-0.00279839233284111,0.269114619543671,96.1675803587011
"SOW__S501.SOW__1.1",-0.00155517952666326,0.0772148516728817,49.650120998282
"UHW__S503.UHW__1.1",-0.000946012721140421,0.0445602760269132,47.1032524522457
"Pa2__Panke.2__1.092",-2.3615125171655e-05,0.0021655242155584,91.7007299270073
"Pa2__Panke.2__1.048",-2.3615125171655e-05,0.0021655242155584,91.7007299270073
"SOW__S501.SOW__1",-0.0015437167104303,0.0768519199498969,49.7836937506979
"UHW__S503.UHW__1",-0.000924552260674209,0.0440365488591769,47.6301348579951
"Pa2__Panke.2__0.988",-2.3615125171655e-05,0.0021655242155584,91.7007299270073
"Pa2__Panke.2__0.955",-2.16902913681259e-05,0.00207504266236117,95.6668874172185
"NSK__S201.Nsk__0.95",-0.0050363132825024,0.338322133865009,67.1765465902284
"SpK__S125.SpK__0.93",-0.000445670847673825,0.149489301371516,335.4253529298
"Pa2__Panke.2__0.92",-2.16902913681259e-05,0.00207504266236117,95.6668874172185
"Lwk__S313.LwK__0.9",-0.0035506576036681,0.191630219316138,53.9703459770859
"SOW__S501.SOW__0.9",-0.00155604139254544,0.0768715704920106,49.4020087513616
"SpK__S125.SpK__0.9",-0.000431047856539551,0.149313638740297,346.396894161557
"UHW__S503.UHW__0.9",-0.000919093776753753,0.0437106630046943,47.558436484121
"Pa2__Panke.2__0.8964",-2.16902913681259e-05,0.00207504266236117,95.6668874172185
"Spk__S302.SpK__0.883",-6.62487574766867e-05,0.130827405611321,1974.79032957502
"Pa__Panke.1__0.868",-2.16902913681259e-05,0.00207504266236117,95.6668874172185
"Spk__S302.SpK__0.863",-3.81519297177106e-05,0.132518372107722,3473.43825301201
"Pa__Panke.1__0.825",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"SOW__S501.SOW__0.8",-0.00156296504846559,0.0770424497675835,49.2924968752298
"UHW__S503.UHW__0.8",-0.000919352336518407,0.0435362500790044,47.3553482703665
"WHK__S312.WHK__0.8",-0.00232060261662482,0.201846834941192,86.9803530751708
"Pa__Panke.1__0.787",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"Pa__Panke.1__0.748",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"NSK__S201.Nsk__0.73",-0.00558917151705633,0.361261556185037,64.6359760266051
"Spk__S302.SpK__0.721",-7.96938652386524e-05,0.141400790618303,1774.29956741164
"Pa__Panke.1__0.702",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"SOW__S501.SOW__0.7",-0.00156405674524968,0.0771790555099086,49.3454318357151
"Spk__S302.SpK__0.7",-7.21669032009704e-05,0.141755922455054,1964.27886146495
"UHW__S503.UHW__0.7",-0.000919352336518407,0.0435362500790044,47.3553482703665
"Pa__Panke.1__0.6485",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"Spk__S302.SpK__0.622",-5.24876322245911e-05,0.14387989037066,2741.21510673233
"Lwk__S313.LwK__0.61",-0.00348087519607449,0.18413883797496,52.9001551628797
"Pa__Panke.1__0.609",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"Spk__S302.SpK__0.602",-7.90905591211284e-05,0.145855373159198,1844.1565564838
"CVK__S308.CVK__0.6",-0.00239581477927615,0.240318401985739,100.307588075881
"SOW__S501.SOW__0.6",-0.00156138496101493,0.076957512884895,49.2879813796022
"UHW__S503.UHW__0.6",-0.000919352336518407,0.0435362500790044,47.3553482703665
"Lwk__S313.LwK__0.58",-0.00347392281129159,0.181407972833987,52.2199204439262
"Spk__S302.SpK__0.578",-0.000107790692997628,0.14685268126476,1362.38739339018
"HOW__S530.HOW__0.55",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"Lwk__S313.LwK__0.55",-0.0034682919541947,0.181079314644251,52.2099399461586
