"","m","b","A"
"BSSK__S309.BSSK__10",-1.38796605397579,80.3231207014439,57.8710988437799
"Lwk__S202.Lwk__9.9",0,121.52222680288,NA
"BSSK__S309.BSSK__9.85",-1.50187024896432,85.7800798375096,57.1155064138614
"SOW__S304.SOW__9.85",-6.81438281784178,1101.30632365362,161.614977187681
"BSSK__S309.BSSK__9.75",-1.55188432610707,90.0844729115554,58.0484456193549
"BSSK__S309.BSSK__9.5",-2.03275952218156,114.401882315087,56.2791028976761
"Lwk__S202.Lwk__9.5",0,116.505379479548,NA
"Lwk__S203.Lwk__9.5",-1.73775288581426,132.678025580179,76.3503411004322
"Lwk__S203.Lwk__9.37",-2.39510517636649,157.354608253228,65.6984126650937
"BSSK__S309.BSSK__9.2",-2.39939870490287,144.819495837188,60.356578313253
"Lwk__S203.Lwk__9.2",-3.03969754253308,180.513468809074,59.3853389303482
"SOW__S304.SOW__9.1",-7.82526243816113,1194.52297088042,152.649573138294
"SOW__S305.SOW__8.95",-13.9619012186784,617.69974460041,44.2418073961192
"BSSK__S309.BSSK__8.8",-3.87385874592769,204.992061497004,52.91676205605
"SOW__S305.SOW__8.75",-14.6762759924386,656.814272211721,44.7534696506199
"BSSK__S309.BSSK__8.7",-3.99612878574589,220.791904637413,55.2514487083032
"Lwk__S203.Lwk__8.7",-5.20592848811487,269.228683183848,51.7157859157106
"BSSK__S309.BSSK__8.6",-4.0390841813136,222.732770582794,55.1443744632121
"BSSK__S310.BSSK__8.6",-18.1594739170655,1382.8565388328,76.1506938553574
"SOW__S305.SOW__8.29",-16.0777058279371,726.624768732655,45.1945555235903
"Lwk__S203.Lwk__8.1",-6.79457426698307,365.071069460644,53.729793084261
"SOW__S305.SOW__8.1",-16.5126292080602,747.869786429634,45.2907757454266
"BSSK__S310.BSSK__8.025",-0.031703736475888,68.1974017616539,2151.08404693942
"SOW__S305.SOW__7.9",-17.0126392631621,772.515781482525,45.4083443216992
"Lwk__S203.Lwk__7.7",-7.718567751277,421.244464666372,54.5754702479199
"BSSK__S310.BSSK__7.45",0,0,0
"SOW__S305.SOW__7.3",-18.540934320074,861.345860314524,46.4564431028676
"SOW__S305.SOW__7.2",-18.7825081446326,876.502005992841,46.6658658813528
"Lwk__S203.Lwk__7",-8.79598198125729,480.010376865221,54.5715507248696
"Lwk__S203.Lwk__6.6",-9.66182681092387,520.019381209026,53.8220557442699
"SOW__S305.SOW__6.6",-19.6713188271729,953.838711137031,48.488803395299
"SOW__S306.SOW__6.6",-19.0950508788159,788.466234967623,41.2916540506498
"SOW__S306.SOW__6.48",-19.1493283191892,788.547530466959,41.1788610714231
"SOW__S306.SOW__6.4",-19.1638579415195,788.885381892772,41.1652697645817
"SOW__S501.SOW__6.4",-19.1761352210112,788.645341471263,41.1263965539391
"Lwk__S203.Lwk__6.37",-10.0841913687005,538.1665778466,53.3673507542679
"SOW__S306.SOW__6.36",-19.1761352210112,788.645341471263,41.1263965539391
"SOW__S306.SOW__6.34",-19.1761352210112,788.645341471263,41.1263965539391
"SOW__S501.SOW__6.2",-18.7138921288662,754.606765072598,40.3233469486883
"Lwk__S203.Lwk__6.1",-10.8184048586253,565.704344809557,52.2909201681922
"SOW__S501.SOW__6.1",-18.6223705908378,750.009793669308,40.274668040293
"SOW__S501.SOW__6",-18.4765716124362,740.831526766682,40.0957245914629
"SOW__S501.SOW__5.9",-18.5017495877408,740.653139202832,40.0315189485423
"Lwk__S203.Lwk__5.87",-11.6128886296907,593.211458794192,51.0821620451544
"SOW__S501.SOW__5.8",-18.4757068736677,739.775952218156,40.040468128043
"SOW__S501.SOW__5.7",-18.4733037042996,740.258134577485,40.07177852033
"Lwk__S203.Lwk__5.6",-12.4836604593171,626.508039054016,50.1862447393327
"SOW__S501.SOW__5.6",-18.4945702449423,741.912671439489,40.1151614562323
"SOW__S501.SOW__5.5",-18.5360274303181,743.975274504284,40.1367163110372
"Lwk__S203.Lwk__5.46",-12.6308168764831,635.895638096771,50.3447753470896
"SOW__S501.SOW__5.4",-18.5403913445682,744.837127458473,40.1737543515599
"Lwk__S203.Lwk__5.3",-12.811165185215,648.087906728874,50.5877410336427
"SOW__S501.SOW__5.3",-18.6068052930057,749.509451795842,40.2814690643097
"SOW__S501.SOW__5.2",-18.6986284840928,754.236274785827,40.3364490303375
"Lwk__S203.Lwk__5.15",-13.0818083095363,661.315750311708,50.5523192714595
"SOW__S501.SOW__5.1",-18.6861199372562,750.618428990871,40.1698389773415
"Lwk__S203.Lwk__4.85",-13.5886156135623,688.404401118127,50.6603778262044
"Lwk__S203.Lwk__4.7",-13.7924626955717,698.162108353779,50.6191043444282
"SOW__S501.SOW__4.6",-18.0159976672164,712.02812914773,39.5219927477791
"SOW__S501.SOW__4.5",-17.9911515102763,705.399353456944,39.208127009215
"SOW__S501.SOW__4.4",-17.9038933354784,699.079284478945,39.0462158916936
"SOW__S501.SOW__4.3",-17.8424868278164,694.237496480715,38.9092340759584
"SOW__S501.SOW__4.2",-17.7189800104573,688.105261834855,38.8343607492504
"Lwk__S203.Lwk__4.15",-15.31237179745,756.982313075655,49.4359935279076
"SOW__S501.SOW__4.1",-17.5795961871053,682.321838675944,38.8132828202521
"Pa2__Panke.2__4.086",0,0,0
"Pa2__Panke.2__4.0527",0,0,0
"SOW__S501.SOW__4",-17.4943088122914,677.366800064353,38.719266210074
"UHW__S504.UHW__4",-3.26368767638758,93.7171683913452,28.7151154411553
"Pa2__Panke.2__3.995",0,0,0
"Pa2__Panke.2__3.95",0,0,0
"Pa2__Panke.2__3.919",0,0,0
"SOW__S501.SOW__3.9",-17.4343904597193,673.757279893818,38.6453017356976
"UHW__S504.UHW__3.9",-3.26606302916275,93.8515051740357,28.7353625254729
"Pa2__Panke.2__3.891",0,0,0
"Pa2__Panke.2__3.861",0,0,0
"Pa2__Panke.2__3.823",0,0,0
"SOW__S501.SOW__3.8",-17.3370168523509,668.816187708643,38.5773511904935
"UHW__S504.UHW__3.8",-3.2711429915334,93.9011759172154,28.7059221074276
"Pa2__Panke.2__3.783",0,0,0
"Pa2__Panke.2__3.712",0,0,0
"Lwk__S203.Lwk__3.7",-15.7968366649238,780.044956360858,49.3798203340872
"SOW__S501.SOW__3.7",-17.2901098017134,665.374265977557,38.48294045603
"UHW__S504.UHW__3.7",-3.29054562558796,94.4242238946378,28.6956130194262
"Pa2__Panke.2__3.677",0,0,0
"SOW__S501.SOW__3.6",-17.2218155492097,661.275866749789,38.397569922884
"UHW__S504.UHW__3.6",-3.26166509877705,94.1696142991533,28.8716380889203
"SOW__S501.SOW__3.5",-17.2246309777581,659.279481558943,38.2753907709408
"UHW__S504.UHW__3.5",-3.2829727187206,94.7112888052681,28.8492463751504
"Pa2__Panke.2__3.484",0,0,0
"Pa2__Panke.2__3.442",0,0,0
"Pa2__Panke.2__3.413",0,0,0
"SOW__S501.SOW__3.4",-17.1794634597595,657.344703977799,38.2634012707986
"UHW__S504.UHW__3.4",-3.27267168391345,94.7772342427093,28.9602023657243
"Pa2__Panke.2__3.383",0,0,0
"Pa2__Panke.2__3.342",0,0,0
"Lwk__S203.Lwk__3.34",-16.1960342677875,796.694551140249,49.1907177996533
"Pa2__Panke.2__3.311",0,0,0
"SOW__S501.SOW__3.3",-17.1651449945703,656.947748662672,38.2721933820239
"UHW__S504.UHW__3.3",-3.25682031984948,94.6777986829727,29.0706239168111
"Pa2__Panke.2__3.267",0,0,0
"NSK__S201.Nsk__3.25",0,0,0
"Pa2__Panke.2__3.228",0,0,0
"SOW__S501.SOW__3.2",-17.1843804046173,656.361284840929,38.1952255121499
"UHW__S504.UHW__3.2",-3.25863123236124,94.7232831608655,29.0684267124721
"Pa2__Panke.2__3.17",0,0,0
"Pa2__Panke.2__3.1294",0,0,0
"SOW__S501.SOW__3.1",-17.1457386477899,654.677296585288,38.1830908562039
"UHW__S504.UHW__3.1",-3.22965663217309,94.4955315145814,29.2586928818496
"Pa2__Panke.2__3.092",0,0,0
"Pa2__Panke.2__3.056",0,0,0
"WHK__S311.WHK__3.05",-4.15052487632225,211.29594176085,50.9082460790061
"Pa2__Panke.2__3.01",0,0,0
"Lwk__S203.Lwk__3",-16.8185657402566,817.915265655794,48.6316894251004
"SOW__S501.SOW__3",-17.1265535132526,653.11873567148,38.1348608852384
"UHW__S504.UHW__3",-3.22250705550329,94.53673565381,29.3363936914779
"Pa2__Panke.2__2.9519",0,0,0
"UHW__S504.UHW__2.95",-3.18828786453434,94.3688146754468,29.5985866662733
"NSK__S201.Nsk__2.9",-0.374199472593709,16.7729563006216,44.8235701252124
"SOW__S501.SOW__2.9",-17.0261734303986,650.525122672244,38.2073591186845
"UHW__S504.UHW__2.9",-3.1535747883349,94.0293979303857,29.8167648594228
"Pa2__Panke.2__2.867",0,0,0
"Pa2__Panke.2__2.832",0,0,0
"SOW__S501.SOW__2.8",-16.9522684310019,648.211483931947,38.2374480778345
"UHW__S504.UHW__2.8",-3.11467544684854,93.7601599247413,30.1027062128122
"WHK__S311.WHK__2.8",-5.10493504404135,260.354371958332,51.0005259052661
"Pa2__Panke.2__2.795",-0.5,3.5,1.5
"Pa2__Panke.2__2.7425",-0.5,3.5,1.5
"SOW__S501.SOW__2.7",-16.9349233801231,647.37001769698,38.2269233326921
"UHW__S504.UHW__2.7",-3.08419567262465,93.7121354656632,30.3846271160592
"Pa2__Panke.2__2.695",-0.5,3.5,1.5
"Lwk__S203.Lwk__2.65",-17.609399509311,843.676175441419,47.9105590735972
"Pa2__Panke.2__2.646",-0.333333333333333,3.5,4
"NSK__S201.Nsk__2.6",-5.25750298235701,193.990723300057,36.8978817417785
"Pa2__Panke.2__2.6",0,3,NA
"SOW__S501.SOW__2.6",-16.9143506415155,647.039139484375,38.2538563376028
"UHW__S504.UHW__2.6",-3.0414863593603,93.1556444026341,30.6283288484736
"Pa2__Panke.2__2.532",0,3,NA
"SOW__S501.SOW__2.5",-7.25659614688493,251.147754695733,34.609581353586
"UHW__S504.UHW__2.5",-3.02434148635936,92.9880056444026,30.7465298028695
"Pa2__Panke.2__2.458",0,0,0
"SOW__S501.SOW__2.4",-7.36824799903471,254.651821984475,34.5607018137603
"UHW__S504.UHW__2.4",-3.01394637817498,93.0808090310442,30.8833659766061
"Pa2__Panke.2__2.391",0,0,0
"Pa2__Panke.2__2.3525",0,0,0
"Pa2__Panke.2__2.305",-0.666666666666667,3,1.5
"SOW__S501.SOW__2.3",-7.46077504725898,257.848298676749,34.5605244821689
"UHW__S504.UHW__2.3",-2.9914863593603,92.805644402634,31.0232550826271
"WHK__S311.WHK__2.3",-6.45456099424848,332.99835599083,51.5911703813098
"Pa2__Panke.2__2.268",-0.666666666666667,3,1.5
"Lwk__S203.Lwk__2.26",-17.9439428065801,858.827580139163,47.8616984793459
"NSK__S201.Nsk__2.25",-16.7808389977074,694.266827213128,41.3725933076396
"Pa2__Panke.2__2.209",-0.666666666666667,3,1.5
"SOW__S501.SOW__2.2",-7.54091420987009,260.553870208744,34.5520268441341
"UHW__S503.UHW__2.2",-2.95296331138288,92.4289746001881,31.300414144632
"UHW__S504.UHW__2.2",-2.95296331138288,92.4289746001881,31.300414144632
"Pa2__Panke.2__2.154",-0.666666666666667,3,1.5
"Pa2__Panke.2__2.118",-0.666666666666667,3,1.5
"SOW__S501.SOW__2.1",-7.62248119695934,263.240739251096,34.5347836812119
"UHW__S503.UHW__2.1",-2.9431326434619,92.3606302916275,31.381742340701
"Pa2__Panke.2__2.038",-0.666666666666667,3,1.5
"SOW__S501.SOW__2",-7.71960342677875,266.156955114025,34.478060646321
"UHW__S503.UHW__2",-2.93635936030104,92.0444026340546,31.3464366379932
"Pa2__Panke.2__1.994",0,0,0
"Pa2__Panke.2__1.9384",0,0,0
"SpK__S125.SpK__1.91",-0.104593170574752,197.015540160077,1883.63675254755
"NSK__S201.Nsk__1.9",-22.5689880545389,1056.04705787717,46.7919543102768
"SOW__S501.SOW__1.9",-7.7905220608937,268.61006314604,34.4790838208892
"UHW__S503.UHW__1.9",-2.93466603951082,92.0278457196613,31.3588818900162
"SpK__S125.SpK__1.89",-0.0550416281221113,207.676919518964,3773.08823529398
"Pa2__Panke.2__1.874",0,0,0
"Pa2__Panke.2__1.821",0,0,0
"SOW__S501.SOW__1.8",-7.86265736234566,270.978572577726,34.4639935444021
"SpK__S125.SpK__1.8",-1.63252624381611,218.089797088043,133.590377437515
"UHW__S503.UHW__1.8",-2.89967074317968,91.5190028222013,31.5618602689506
"Pa2__Panke.2__1.756",0,0,0
"NSK__S201.Nsk__1.7",-24.1233761010337,1230.10929895829,50.9924188806053
"SOW__S501.SOW__1.7",-7.89718658247195,272.075584201424,34.4522167939281
"UHW__S503.UHW__1.7",-2.86975540921919,91.0598306679209,31.7308682040943
"Pa2__Panke.2__1.6895",0,0,0
"Lwk__S203.Lwk__1.67",-18.579193983027,878.607036560351,47.2898360048881
"CVK__S308.CVK__1.65",-24.8832200458513,1339.78845573744,53.843049784902
"Pa2__Panke.2__1.634",0,0,0
"Lwk__S313.LwK__1.6",-18.579193983027,878.607036560351,47.2898360048881
"SOW__S501.SOW__1.6",-7.92123838635724,272.920750713912,34.4543034058872
"UHW__S503.UHW__1.6",-2.87514111006585,90.8347130761994,31.5931321625181
"Pa2__Panke.2__1.597",0,0,0
"Pa2__Panke.2__1.557",0,0,0
"Lwk__S313.LwK__1.55",-18.0759361299924,838.679639424044,46.3975770545278
"CVK__S308.CVK__1.52",-24.8694345010658,1326.75423822548,53.3487899842923
"Pa2__Panke.2__1.502",0,0,0
"SOW__S501.SOW__1.5",-7.40145664594713,238.06116971181,32.1640970284095
"UHW__S503.UHW__1.5",-2.86669802445908,90.5577140169332,31.5895546877564
"WHK__S311.WHK__1.5",-8.51097011623698,442.655602702812,52.0100055172707
"Pa2__Panke.2__1.4365",0,0,0
"SpK__S125.SpK__1.42",-4.43288219442545,351.858021960343,79.3745483249747
"NSK__S201.Nsk__1.4",-24.7542533081286,1352.6309073724,54.6423634975181
"SOW__S501.SOW__1.4",-7.44053337100521,240.150145978527,32.2759315769432
"UHW__S503.UHW__1.4",-2.81754468485419,89.7159924741298,31.8419058112552
"WHK__S311.WHK__1.4",-8.5344789446165,444.867036359249,52.1258578580088
"WHK__S312.WHK__1.4",-11.5296022201665,534.184435707678,46.3315581497974
"Pa2__Panke.2__1.374",0,0,0
"SpK__S125.SpK__1.35",-4.08168764831276,340.31380967703,83.3757599795039
"Pa2__Panke.2__1.3248",0,0,0
"SpK__S125.SpK__1.31",-2.17912158629289,282.130872179544,129.470000184572
"CVK__S308.CVK__1.3",-24.1242006193943,1263.33089329526,52.3677825941981
"SOW__S501.SOW__1.3",-7.47976706222139,241.514032774534,32.2889778204948
"UHW__S503.UHW__1.3",-2.81408748824083,89.2655221072437,31.7209477247085
"WHK__S312.WHK__1.3",-11.9497345453083,549.295730603708,45.9671910301449
"Pa2__Panke.2__1.263",0,0,0
"Lwk__S313.LwK__1.25",-17.3206974218719,792.241216868439,45.7395679615089
"Pa2__Panke.2__1.232",0,0,0
"Lwk__S313.LwK__1.2",-17.0668563729236,773.721106664522,45.3347171709971
"Pa2__Panke.2__1.2",0,0,0
"SOW__S501.SOW__1.2",-7.52173196458844,242.961362780185,32.3012524142076
"UHW__S503.UHW__1.2",-2.83339604891816,89.5654280338664,31.6106278428899
"Lwk__S313.LwK__1.17",-16.684219522986,754.025363994691,45.193924891474
"Pa2__Panke.2__1.1621",0,0,0
"Lwk__S313.LwK__1.14",-16.3395306278406,736.064950931103,45.0481086449899
"Pa2__Panke.2__1.13",0,0,0
"CVK__S308.CVK__1.1",-22.9804327715883,1179.26862707638,51.3162062175939
"SOW__S501.SOW__1.1",-7.55026841213035,244.040097005086,32.3220425664614
"UHW__S503.UHW__1.1",-2.85253998118532,89.7248353715898,31.4543655701212
"Pa2__Panke.2__1.092",0,0,0
"Pa2__Panke.2__1.048",0,0,0
"SOW__S501.SOW__1",-7.56026715640108,244.451897720851,32.3337644905683
"UHW__S503.UHW__1",-2.86140639698965,89.7559736594543,31.3677825540204
"Pa2__Panke.2__0.988",0,0,0
"Pa2__Panke.2__0.955",0,0,0
"NSK__S201.Nsk__0.95",-28.5311708160721,1567.70966395849,54.9472601059672
"SpK__S125.SpK__0.93",-1.80592647709448,369.89948417327,204.825328641504
"Pa2__Panke.2__0.92",0,0,0
"Lwk__S313.LwK__0.9",-16.0778566544665,713.689694526003,44.3896042777404
"SOW__S501.SOW__0.9",-7.5578577258743,244.782021096252,32.3877519231728
"SpK__S125.SpK__0.9",-1.74703374492217,369.056459397498,211.247470445363
"UHW__S503.UHW__0.9",-2.90738476011289,90.5666509877704,31.150555726327
"Pa2__Panke.2__0.8964",0,0,0
"Spk__S302.SpK__0.883",-0.386558339701566,286.633813296867,741.50208094891
"Pa__Panke.1__0.868",0,0,0
"Spk__S302.SpK__0.863",-0.378775690785506,291.133642360134,768.617547119721
"Pa__Panke.1__0.825",0,0,0
"SOW__S501.SOW__0.8",-7.60751396998807,245.949967037107,32.3298738598955
"UHW__S503.UHW__0.8",-2.87965663217309,89.5455315145814,31.095905850069
"WHK__S312.WHK__0.8",-13.5393456139645,603.77864195793,44.594373995091
"Pa__Panke.1__0.787",0,0,0
"Pa__Panke.1__0.748",0,0,0
"NSK__S201.Nsk__0.73",-29.1414953947633,1646.06738426578,56.4853437329635
"Spk__S302.SpK__0.721",-0.372802960222022,318.287580943571,853.768920595522
"Pa__Panke.1__0.702",0,0,0
"SOW__S501.SOW__0.7",-7.60774157091731,245.748587304577,32.3024362767551
"Spk__S302.SpK__0.7",-0.347896472670233,321.657834935446,924.579178588977
"UHW__S503.UHW__0.7",-2.87871589840075,89.5641110065852,31.1125217519178
"Pa__Panke.1__0.6485",0,0,0
"Spk__S302.SpK__0.622",-0.186874069903071,329.568057957608,1763.58366962602
"Lwk__S313.LwK__0.61",-15.6146784378394,683.948578208583,43.8016434940573
"Pa__Panke.1__0.609",0,0,0
"Spk__S302.SpK__0.602",-0.130113019346017,334.300984394482,2569.31232612054
"CVK__S308.CVK__0.6",-18.9455013473837,907.456813337088,47.89827393311
"SOW__S501.SOW__0.6",-7.6352655867395,246.154148615559,32.2391075751268
"UHW__S503.UHW__0.6",-2.88760583254939,89.6510348071496,31.0468394947101
"Lwk__S313.LwK__0.58",-15.3754172867313,670.871294694928,43.6327211277627
"Spk__S302.SpK__0.578",-0.0752926034670032,337.710956039094,4485.31383546985
"HOW__S530.HOW__0.55",0,0,0
"Lwk__S313.LwK__0.55",-15.3347645095121,669.11329586132,43.6337509745435
"Pa__Panke.1__0.543",0,0,0
"HOW__S530.HOW__0.5",0,0,0
"SOW__S501.SOW__0.5",-7.6425880580147,246.278724806932,32.2245190945052
"UHW__S503.UHW__0.5",-2.89541392285983,89.4218250235183,30.8839521415285
"NSK__S201.Nsk__0.465",-32.441278204561,1850.51389112336,57.0419537557922
"Pa__Panke.1__0.404",0,0,0
"Spk__S302.SpK__0.402",0,392.203414712625,NA
"HOW__S530.HOW__0.4",0,0,0
"SOW__S501.SOW__0.4",-7.63443366610159,246.097122810322,32.2351511026997
"SOW__S502.SOW__0.4",-7.63443366610159,246.097122810322,32.2351511026997
"UHW__S503.UHW__0.4",-2.88304327375353,89.0786453433678,30.8974361066018
"WHK__S312.WHK__0.4",-14.2003981820376,627.306404094438,44.1752686123924
"Lwk__S313.LwK__0.35",-14.7944837710654,642.382113984636,43.4203804556524
"Spk__S302.SpK__0.347",0,400.268576800869,NA
"Pa__Panke.1__0.328",0,0,0
"HOW__S530.HOW__0.3",0,0,0
"SOW__S502.SOW__0.3",-7.57012463112953,243.316278960256,32.1416477028267
"UHW__S503.UHW__0.3",-2.87523518344309,88.5578551269991,30.8002126702384
"WHK__S312.WHK__0.3",-14.3607871133813,632.698492740217,44.0573687044403
"Spk__S302.SpK__0.282",0,420.077605276918,NA
"Pa__Panke.1__0.254",0,0,0
"HOW__S530.HOW__0.2",0,0,0
"NSK__S201.Nsk__0.2",-34.1561155130113,1931.4691911676,56.548268506465
"SOW__S502.SOW__0.2",-7.57914233691216,243.50988886796,32.1289504858632
"UHW__S503.UHW__0.2",-2.84252116650988,87.2102069614299,30.680583134763
"Pa__Panke.1__0.199",0,0,0
"Lwk__S313.LwK__0.18",-14.3598620440011,624.141947874351,43.4643415070334
"Pa__Panke.1__0.15",0,0,0
"Pa__Panke.1__0.126",0,0,0
"VB__S308.Nordhafen.Vorbecken__0.114",0,0,0
"Pa__Panke.1__0.106",0,0,0
"HOW__S530.HOW__0.1",0,0,0
"Lwk__S313.LwK__0.1",-14.0590234484978,610.865960463339,43.4500989845501
"UHW__S503.UHW__0.1",-2.84252116650988,87.2102069614299,30.680583134763
"VB__S308.Nordhafen.Vorbecken__0.097",0,0,0
"VB__S308.Nordhafen.Vorbecken__0.081",0,0,0
"VB__S308.Nordhafen.Vorbecken__0.067",0,0,0
"VB__S308.Nordhafen.Vorbecken__0.052",0,0,0
"VB__S308.Nordhafen.Vorbecken__0.035",0,0,0
"Spk__S302.SpK__0.02",0,560.541703535374,NA
"VB__S308.Nordhafen.Vorbecken__0.015",0,0,0
"CVK__S308.CVK__0",-13.9619012186784,617.69974460041,44.2418073961192
"HOW__S530.HOW__0",0,0,0
"Lwk__S313.LwK__0",-14.0522463097776,610.46529481559,43.4425415949923
"NSK__S201.Nsk__0",-34.553372481197,1936.06674073925,56.0311946914243
"Spk__S302.SpK__0",0,533.563834814785,NA
"UHW__S503.UHW__0",-2.74266227657573,83.0949200376293,30.297175393164
"VB__S308.Nordhafen.Vorbecken__0",0,0,0
"WHK__S312.WHK__0",-14.7449523388167,646.460483449302,43.842833031577
